Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2011-11-10;34.0;0.0;100.0;930.2;0.1;0.0;3.8;2.3;5.5;97.3
St. Gallen;2011-11-11;13.0;0.0;100.0;931.7;0.1;0.0;3.5;2.2;4.1;95.7
St. Gallen;2011-11-14;35.0;0.0;100.0;933.9;0.0;0.0;0.8;-0.4;2.4;97.3
St. Gallen;2011-11-25;72.0;0.0;33.0;937.8;0.0;285.0;1.4;-3.8;8.7;82.2
St. Gallen;2011-12-03;23.0;0.0;92.0;925.6;0.2;1.0;5.2;4.0;7.1;79.5
St. Gallen;2011-12-12;11.0;0.0;92.0;923.2;3.3;0.0;3.3;0.7;6.0;78.8
St. Gallen;2011-12-28;56.0;0.0;38.0;936.8;0.4;327.0;2.9;-1.5;7.1;67.8
St. Gallen;2012-01-01;38.0;0.0;;928.6;0.0;41.0;8.8;6.6;11.1;75.5
St. Gallen;2012-01-04;17.0;0.0;;929.6;8.2;8.0;3.1;1.0;8.5;75.3
St. Gallen;2012-01-11;43.0;0.0;;941.9;0.0;32.0;-1.6;-3.5;0.4;97.6
St. Gallen;2012-01-14;80.0;0.0;;933.3;0.0;381.0;-2.1;-4.2;-0.1;75.4
St. Gallen;2012-01-27;20.0;0.0;;930.4;12.1;0.0;1.8;-0.5;3.5;95.7
St. Gallen;2012-01-30;10.0;0.0;;929.6;2.0;0.0;-3.4;-4.0;-2.9;97.0
St. Gallen;2012-01-31;14.0;0.0;;924.9;2.3;0.0;-4.8;-7.5;-3.0;95.8
St. Gallen;2012-02-09;51.0;28.0;;935.7;1.2;5.0;-10.2;-12.0;-7.9;82.0
St. Gallen;2012-02-11;84.0;27.0;;930.9;0.0;96.0;-12.3;-13.5;-10.8;65.6
St. Gallen;2012-02-13;55.0;27.0;;929.4;1.0;0.0;-9.6;-15.2;-5.3;69.7
St. Gallen;2012-03-01;168.0;2.0;;932.8;0.0;593.0;6.7;1.0;11.7;79.7
St. Gallen;2012-03-05;75.0;1.0;;929.1;0.0;20.0;1.5;-1.1;6.3;75.1
St. Gallen;2012-03-07;171.0;0.0;;931.1;1.7;498.0;2.7;-1.8;7.4;65.2
St. Gallen;2012-03-10;176.0;0.0;;942.2;0.0;554.0;2.2;-2.0;6.1;65.9
St. Gallen;2012-03-11;30.0;0.0;;940.0;0.5;0.0;3.0;-0.6;4.7;79.8
St. Gallen;2012-03-21;206.0;0.0;;940.2;0.0;637.0;7.0;1.6;13.0;64.7
St. Gallen;2012-03-22;222.0;0.0;;936.2;0.0;667.0;8.8;2.9;15.1;67.1
St. Gallen;2012-03-23;220.0;0.0;;934.1;0.0;671.0;10.5;6.9;14.4;52.5
St. Gallen;2012-03-26;234.0;0.0;;939.1;0.0;693.0;9.4;5.3;14.3;56.2
St. Gallen;2012-04-08;153.0;7.0;;921.8;5.4;81.0;-1.0;-2.9;2.3;80.7
St. Gallen;2012-04-10;215.0;0.0;;911.6;2.8;352.0;10.6;6.4;16.9;51.6
St. Gallen;2012-04-11;52.0;0.0;;912.5;6.8;0.0;3.9;2.2;7.1;84.3
St. Gallen;2012-04-13;89.0;0.0;;913.9;0.0;0.0;4.6;2.0;7.0;84.7
St. Gallen;2012-04-14;52.0;0.0;;909.8;0.0;0.0;5.1;3.3;7.2;88.1
St. Gallen;2012-04-16;41.0;0.0;;922.9;15.2;0.0;2.4;1.1;3.8;94.6
St. Gallen;2012-04-18;97.0;0.0;;909.7;1.3;16.0;4.8;3.7;6.4;70.6
St. Gallen;2012-04-27;262.0;0.0;;926.1;0.0;585.0;16.1;7.6;21.7;46.0
St. Gallen;2012-04-28;310.0;0.0;;923.7;0.0;752.0;23.0;19.9;26.0;21.8
St. Gallen;2012-05-04;293.0;0.0;;918.2;3.1;728.0;14.2;7.9;18.7;54.4
St. Gallen;2012-05-10;315.0;0.0;;933.8;0.0;841.0;19.1;12.7;24.0;56.7
St. Gallen;2012-05-15;159.0;0.0;;922.8;4.1;291.0;8.7;2.6;13.7;59.9
St. Gallen;2012-05-22;185.0;0.0;;919.3;6.3;297.0;13.2;9.7;15.8;78.1
St. Gallen;2012-05-27;231.0;0.0;;927.9;0.0;282.0;13.8;9.9;17.8;57.7
St. Gallen;2012-05-28;225.0;0.0;;927.0;0.0;298.0;15.5;10.9;19.5;58.4
St. Gallen;2012-06-09;145.0;0.0;;926.8;12.5;46.0;12.5;9.5;15.4;78.1
St. Gallen;2012-06-14;352.0;0.0;;929.0;0.1;898.0;13.0;7.4;17.8;65.8
St. Gallen;2012-06-21;303.0;0.0;;924.6;3.4;522.0;18.4;13.8;24.2;81.8
St. Gallen;2012-06-27;294.0;0.0;;931.7;0.0;491.0;19.0;14.9;24.0;72.1
St. Gallen;2012-07-02;97.0;0.0;;928.9;10.0;31.0;15.3;13.4;18.0;93.5
St. Gallen;2012-07-04;200.0;0.0;;926.0;4.6;212.0;17.3;14.7;22.2;85.1
St. Gallen;2012-07-07;308.0;0.0;;925.9;0.0;623.0;17.7;13.3;21.5;72.4
St. Gallen;2012-07-24;322.0;0.0;;928.6;0.0;825.0;17.9;11.5;24.0;72.8
St. Gallen;2012-07-26;322.0;0.0;;929.4;0.0;830.0;22.1;17.0;26.8;59.8
St. Gallen;2012-07-27;306.0;0.0;;926.6;3.1;721.0;23.4;16.9;28.1;54.3
St. Gallen;2012-07-31;288.0;0.0;;930.5;0.0;650.0;18.2;14.3;22.2;67.9
St. Gallen;2012-08-05;251.0;0.0;;923.9;1.9;498.0;18.5;14.6;21.9;77.3
St. Gallen;2012-08-11;295.0;0.0;;930.5;0.0;748.0;15.6;11.4;20.4;76.0
St. Gallen;2012-08-19;293.0;0.0;;933.0;0.0;794.0;23.8;18.9;28.7;57.0
St. Gallen;2012-08-25;145.0;0.0;;925.0;30.6;202.0;17.6;12.6;22.8;83.3
St. Gallen;2012-08-27;278.0;0.0;;932.1;0.0;768.0;15.1;9.8;19.6;63.2
St. Gallen;2012-09-02;129.0;0.0;;933.1;0.0;171.0;12.8;9.6;15.0;89.2
St. Gallen;2012-09-13;111.0;0.0;;927.2;0.0;116.0;7.9;6.2;11.3;76.6
St. Gallen;2012-10-01;44.0;0.0;;929.3;0.0;12.0;10.9;9.9;12.4;90.7
St. Gallen;2012-10-03;154.0;0.0;;928.8;0.0;411.0;13.6;10.5;16.7;67.6
St. Gallen;2012-10-07;22.0;0.0;;928.9;10.0;0.0;11.1;6.9;14.7;90.6
St. Gallen;2012-10-13;92.0;0.0;;923.4;0.0;154.0;8.5;6.8;10.5;82.6
St. Gallen;2012-10-14;114.0;0.0;;914.8;13.2;335.0;9.0;6.4;12.1;71.9
St. Gallen;2012-10-16;139.0;0.0;;923.6;0.0;419.0;6.3;1.8;10.6;73.8
St. Gallen;2012-10-18;134.0;0.0;;924.9;0.0;484.0;14.2;11.1;20.0;59.8
